ID	WC_TA	RE_TA	EBIT_TA	MVE_BVTD	S_TA	Industry	Rating
40559	-0.086	-0.777	0.01	0.129	0.076	1	CCC
61880	0.053	0.111	0.044	0.924	0.196	8	BBB
38137	-0.053	0.042	0.02	1.804	0.296	8	BBB
71011	0.448	0.735	0.099	4.106	0.458	4	AAA
51103	-0.003	-0.047	0.033	0.237	0.106	4	B
35958	-0.023	-0.037	0.029	0.354	0.11	4	B
71453	0.174	0.073	0.055	0.647	0.273	3	BBB
62923	-0.033	-0.178	0.03	0.232	0.11	11	B
81907	0.022	0.069	0.034	0.886	0.191	4	BB
68512	0.077	0.157	0.05	1.093	0.327	2	BB
80101	0.173	0.388	0.062	2.887	0.539	3	AA
52746	0.211	0.318	0.059	1.169	0.224	1	BB
77885	0.126	0.099	0.048	0.615	0.217	9	BB
85005	0.153	0.208	0.055	1.457	0.291	10	BBB
47325	0.447	0.804	0.093	14.591	1.116	8	AAA
36189	0.414	0.577	0.085	2.325	0.299	12	AA
33853	-0.035	0.078	0.031	0.905	0.437	11	BBB
49624	0.192	0.224	0.058	0.902	0.248	2	BBB
39870	0.08	0.125	0.052	0.295	0.109	12	BB
37205	0.04	0.025	0.043	0.457	0.123	7	BB
33702	0.098	0.216	0.047	1.167	0.252	5	BBB
77423	0.202	0.22	0.062	0.725	0.131	7	BB
42412	0.241	0.335	0.062	1.448	0.292	5	BBB
80595	0.686	1.248	0.174	19.856	0.509	2	AAA
60065	0.219	0.26	0.061	1.086	0.274	12	BBB
47590	0.023	0.256	0.038	5.345	0.437	7	AAA
47120	-0.024	0.179	0.04	1.79	0.628	9	BBB
80829	0.274	0.561	0.074	4.812	0.603	1	AAA
41136	0.111	0.103	0.047	0.434	0.135	1	BB
53051	0.219	0.403	0.066	2.491	0.329	6	AA
59987	0.199	0.446	0.06	4.534	0.766	12	AAA
68707	0.239	0.313	0.057	1.379	0.313	5	BBB
36937	0.031	0.05	0.043	0.793	0.244	9	BB
61456	0.211	0.302	0.06	1.059	0.246	6	A
38429	0.281	0.264	0.074	1.337	0.224	3	BBB
84743	0.118	0.221	0.047	1.536	0.352	7	A
70289	0.013	0.042	0.038	0.112	0.097	10	B
41799	0.316	0.12	0.083	0.098	0.074	3	BB
55873	0.084	0.144	0.04	0.824	0.132	5	BBB
64268	-0.035	0.103	0.033	1.369	0.333	2	BBB
66204	0.13	0.216	0.049	1.406	0.45	2	BBB
55803	0.185	0.257	0.062	1.015	0.235	1	BBB
74490	0.008	-0.269	0.037	0.253	0.12	11	B
39237	0.166	0.441	0.05	2.288	0.299	7	AA
59034	0.107	0.35	0.053	3.192	0.384	1	AA
66486	0.205	0.306	0.064	1.406	0.232	4	BBB
47023	0.315	0.496	0.063	6.521	0.666	10	AAA
55698	0.04	0.143	0.041	1.299	0.317	1	BBB
43531	0.134	0.214	0.048	0.909	0.22	5	BBB
76620	0.629	1.137	0.14	21.555	1.204	9	AAA
66771	-0.082	-0.304	0.015	0.396	0.127	3	BB
40167	0.24	0.763	0.072	13.381	1.122	12	AAA
76097	-0.877	-1.391	-0.21	0.228	0.217	2	CCC
80366	0.381	0.43	0.082	0.884	0.235	4	BB
51428	0.158	0.216	0.053	1.213	0.257	3	A
60319	0.286	0.446	0.062	1.844	0.493	3	A
66292	0.247	0.711	0.07	12.297	0.557	7	AAA
37098	0.189	0.223	0.06	1.352	0.364	3	A
55245	0.241	0.385	0.054	4.409	0.352	5	AAA
48916	0.34	0.334	0.078	0.643	0.21	11	BBB
43057	0.086	0.143	0.05	0.706	0.245	12	BBB
60925	0.008	0.131	0.032	1.182	0.321	8	BBB
53948	0.089	0.187	0.048	1.447	0.209	2	BBB
46389	0.064	0.24	0.045	2.258	0.351	12	A
66712	0.146	0.354	0.049	1.194	0.213	3	BBB
39265	0.06	0.213	0.045	1.411	0.31	8	A
47022	0.496	0.655	0.108	1.797	0.122	12	A
51341	0.039	0.056	0.041	0.686	0.183	3	BB
57910	0.506	0.815	0.111	6.942	0.612	2	AAA
62331	-0.121	-0.106	0.006	0.631	0.131	6	B
47825	0.261	0.561	0.069	3.465	0.583	3	AAA
55844	0.111	0.097	0.052	0.384	0.102	8	BB
44481	0.035	0.119	0.036	0.852	0.291	10	BB
58306	0.146	0.327	0.053	2.16	0.315	1	AA
48698	0.059	0.144	0.042	0.82	0.238	12	BBB
64161	0.078	0.268	0.052	1.484	0.436	11	BBB
39833	0.291	0.376	0.068	1.902	0.308	9	A
79491	0.44	0.625	0.096	3.546	0.472	5	AAA
41855	0.038	0.058	0.037	0.611	0.128	6	BB
72533	0.037	0.105	0.035	0.602	0.122	3	BBB
79869	0.147	0.415	0.056	3.694	0.586	10	AAA
41081	0.228	0.396	0.071	1.652	0.265	5	A
48041	0.312	0.441	0.072	1.873	0.416	3	A
71122	0.182	0.267	0.059	0.811	0.195	5	BBB
44457	0.026	-0.045	0.039	0.224	0.107	6	B
78011	-0.033	-0.219	0.015	0.333	0.141	1	B
49795	0.078	0.309	0.039	3.438	0.527	11	AAA
75599	-0.004	0.114	0.036	0.375	0.111	3	BBB
35974	0.179	0.355	0.061	1.626	0.282	2	A
38757	0.047	0.079	0.044	0.544	0.185	12	BB
70150	-0.096	-0.078	0.005	0.829	0.169	9	B
55338	0.076	-0.194	0.044	0.056	0.062	9	CCC
59517	0.436	0.653	0.088	4.522	0.829	8	AAA
53525	0.015	0.146	0.034	1.034	0.293	12	BBB
63956	0.649	0.934	0.124	17.763	0.877	4	AAA
71589	-0.049	-0.011	0.014	1.648	0.506	8	BBB
43588	0.031	0.205	0.042	1.534	0.332	7	A
57364	0.236	0.206	0.066	0.507	0.11	2	BB
65796	0.259	0.535	0.081	4.601	0.733	3	AAA
79639	0.117	0.154	0.05	0.732	0.228	8	BB
72313	-0.029	-0.008	0.026	1.239	0.354	12	BBB
35372	0.181	0.276	0.062	1.209	0.22	9	BBB
42574	0.096	0.216	0.045	1.397	0.247	1	A
79263	-0.113	-0.044	0.006	0.668	0.173	9	BB
69663	0.048	0.079	0.035	1.098	0.285	5	BBB
51070	0.201	0.286	0.061	1.608	0.228	12	A
80194	0.043	-0.047	0.041	0.287	0.114	1	B
41609	-0.001	0.05	0.03	0.835	0.175	8	BB
63085	0.015	-0.178	0.028	0.259	0.121	1	B
70765	0.479	1.039	0.099	19.161	0.986	12	AAA
38330	0.376	0.492	0.094	2.51	0.355	10	AA
38307	-0.009	-0.2	0.026	0.16	0.105	8	CCC
48183	0.105	0.312	0.048	3.437	0.547	1	AA
59003	0.369	0.567	0.087	3.521	0.418	6	AAA
41798	-0.016	-0.099	0.03	0.602	0.144	9	B
73937	0.356	0.409	0.073	2.028	0.32	2	A
42005	0.567	0.838	0.117	9.431	1.077	8	AAA
66050	0.216	0.547	0.07	3.65	0.405	6	AAA
34414	0.264	0.516	0.06	5.309	0.546	1	AAA
37898	0.244	0.384	0.067	0.984	0.178	11	BBB
49851	0.201	0.369	0.056	1.064	0.217	1	BBB
33364	0.017	0.04	0.039	0.408	0.141	4	BB
46958	0.423	0.617	0.094	4.158	0.435	7	AAA
57398	0.16	0.32	0.05	1.802	0.317	10	A
82893	0.036	0.174	0.044	1.138	0.267	6	BBB
57593	0.089	0.229	0.041	2.513	0.445	4	AA
76980	0.464	0.727	0.097	6.151	0.62	10	AAA
61084	0.03	0.06	0.034	0.753	0.274	4	BB
81704	0.181	0.311	0.058	1.179	0.22	2	BBB
79057	-0.037	-0.12	0.015	0.814	0.191	4	BB
41111	0.199	0.434	0.058	2.547	0.39	12	AA
60890	-0.017	0.049	0.026	0.225	0.1	9	BB
50092	0.519	0.669	0.113	4.024	0.441	7	AAA
77079	-0.055	0.045	0.028	0.979	0.292	8	BB
46706	0.166	0.248	0.058	0.781	0.154	7	BBB
65585	0.083	0.147	0.044	0.695	0.209	4	BBB
83658	0.119	0.316	0.059	1.775	0.337	1	A
57815	-0.066	-0.077	0.02	0.727	0.246	9	B
43046	0.057	0.115	0.045	0.668	0.149	2	BB
36995	0.274	0.273	0.065	0.852	0.226	4	BBB
32718	0.098	0.244	0.048	1.24	0.317	8	A
49487	0.092	0.318	0.054	1.213	0.546	7	A
34657	0.133	0.278	0.059	1.085	0.313	8	BBB
62798	0.062	-0.13	0.048	0.105	0.085	7	BB
82591	0.018	0.031	0.046	0.284	0.112	1	B
63367	0.172	0.319	0.06	1.736	0.269	7	A
70936	0.293	0.482	0.059	10.06	1.058	2	AAA
59846	0.44	0.613	0.071	3.342	0.338	8	AAA
47293	0.186	0.262	0.063	1.19	0.169	8	BBB
74066	0.191	0.479	0.057	6.548	0.528	3	AAA
40473	0.359	0.536	0.078	3.775	0.365	8	AAA
56256	0.07	0.186	0.048	1.294	0.264	10	BBB
63007	0.029	0.039	0.03	0.95	0.213	11	BBB
52799	0.263	0.592	0.074	6.247	0.573	2	AAA
75633	0.05	0.018	0.037	0.29	0.1	5	BB
54934	0.123	0.211	0.059	0.789	0.141	6	BBB
44266	-0.038	-0.044	0.038	0.56	0.204	3	BB
41311	0.156	0.38	0.059	2.514	0.486	10	A
34276	0.397	0.704	0.084	10.393	1.006	11	AAA
49201	0.08	0.148	0.043	0.755	0.157	1	BB
36309	0.08	0.345	0.053	1.168	0.395	1	BBB
53996	0.039	0.105	0.056	0.426	0.158	1	BB
67384	0.008	0.14	0.038	1.091	0.285	5	BBB
74509	0.066	0.156	0.042	1.015	0.316	4	BB
82190	0.052	0.101	0.03	0.598	0.195	11	BB
52897	0.386	0.331	0.094	0.71	0.159	10	BB
63750	0.189	0.184	0.058	0.645	0.165	2	BBB
69331	0.18	0.335	0.064	1.814	0.327	3	A
68296	0.065	0.145	0.046	1.292	0.21	8	BBB
78611	0.192	0.366	0.059	1.745	0.294	3	A
48176	0.03	0.159	0.042	1.343	0.177	2	BBB
49637	0.044	0.214	0.045	0.831	0.286	2	BB
59338	0.345	0.577	0.083	3.229	0.418	6	AAA
50952	0.272	0.371	0.075	3.603	0.338	1	AAA
44055	-0.002	-0.06	0.035	0.476	0.148	1	BB
70496	0.262	0.177	0.078	0.256	0.093	8	B
81044	0.059	0.084	0.048	0.471	0.098	11	BB
69712	0.12	0.265	0.044	1.792	0.374	10	BBB
69644	0.01	0.137	0.033	1.026	0.39	10	BB
65119	0.452	0.458	0.101	1.864	0.21	5	A
63815	0.008	0.087	0.034	0.923	0.214	1	BB
77140	0.15	0.135	0.056	0.446	0.194	12	BB
60572	0.031	-0.069	0.036	0.331	0.164	7	B
70745	0.184	0.245	0.063	0.619	0.146	11	BBB
67025	0.2	0.176	0.066	0.566	0.129	6	BBB
63854	0.583	0.653	0.137	2.152	0.166	2	AA
47569	0.412	0.626	0.085	3.854	0.409	4	AAA
55396	0.128	0.339	0.047	3.1	0.487	6	AAA
69948	0.042	0.126	0.032	0.765	0.177	5	BB
50959	0.021	0.271	0.039	2.311	0.329	6	A
45208	0.06	0.044	0.053	0.344	0.142	1	BB
56911	0.551	0.739	0.11	3.293	0.409	9	AAA
37045	0.058	0.126	0.043	0.919	0.243	9	BB
35962	0.071	0.214	0.048	2.019	0.376	7	A
81929	0.146	0.194	0.041	1.603	0.228	5	A
65764	0.068	-0.007	0.038	0.352	0.098	9	BB
76539	0.143	0.297	0.047	2.471	0.693	7	AA
39048	0.173	0.228	0.056	0.731	0.144	3	BB
45618	0	0.13	0.043	1.288	0.311	4	BBB
39724	0.021	0.097	0.031	1.164	0.353	3	BBB
41638	0.031	0.212	0.032	1.276	0.277	5	BBB
76787	0.462	0.528	0.095	1.792	0.34	9	A
49834	0.066	0.218	0.044	1.475	0.346	11	A
40713	0.081	0.135	0.042	0.901	0.221	4	BB
35947	0.049	0.18	0.033	5.218	0.552	12	AAA
44443	-0.007	-0.022	0.047	0.514	0.134	8	BB
83390	0.16	0.533	0.06	4.301	0.671	8	AAA
70753	0.128	0.213	0.054	1.061	0.242	4	BB
81241	0.194	0.31	0.053	2.058	0.392	9	A
72620	0.033	-0.286	0.056	0.112	0.069	5	B
53552	0.309	0.528	0.07	2.868	0.433	6	AA
75205	0.088	0.141	0.052	0.567	0.133	10	B
71888	0.192	0.422	0.055	5.084	0.671	6	AAA
68322	0.118	0.2	0.049	1.171	0.312	12	BBB
58460	0.227	0.316	0.063	0.834	0.149	5	BBB
37046	0.212	0.4	0.066	1.967	0.291	4	A
72475	0.147	0.091	0.053	0.421	0.117	9	BB
84726	0.129	0.178	0.05	1.027	0.215	1	BBB
35686	0.11	0.242	0.051	1.461	0.355	6	A
33546	-0.015	0.029	0.03	0.459	0.127	5	B
76342	0.123	0.231	0.047	1.053	0.198	8	BBB
64141	0.571	0.553	0.126	0.284	0.093	6	BBB
80919	0.226	0.323	0.062	1.608	0.333	7	BBB
57106	0.24	0.365	0.068	1.559	0.343	2	A
55142	0.404	0.592	0.085	2.783	0.32	12	AA
70944	0.2	0.2	0.055	0.746	0.22	8	BBB
60211	0.376	0.744	0.077	7.115	1.057	5	AAA
72877	0.276	0.283	0.068	0.601	0.124	3	BBB
35659	0.296	0.385	0.072	1.143	0.369	9	BBB
73495	0.215	0.342	0.067	1.831	0.303	1	A
38775	0.183	-0.032	0.057	0.077	0.059	8	BB
71845	-0.053	-0.222	0.017	0.309	0.224	4	B
70822	-0.005	-0.024	0.031	0.27	0.154	6	BB
76920	-0.01	0.129	0.038	0.96	0.198	2	BB
49881	-0.522	-0.836	-0.036	0.441	0.224	1	CCC
77090	0.129	0.202	0.056	0.917	0.257	1	BBB
60284	0.038	0.016	0.039	0.42	0.154	7	BB
56879	-0.014	-0.168	0.019	0.689	0.092	6	BB
59470	0.227	0.409	0.059	1.88	0.41	5	A
66128	0.347	0.477	0.08	2.283	0.382	11	AA
74863	0.258	0.392	0.076	1.996	0.257	2	A
46754	0.345	0.557	0.064	3.931	0.508	9	AAA
83060	0.37	0.604	0.083	3.335	0.339	5	AAA
81949	0.135	0.232	0.054	0.825	0.189	2	BBB
62114	0.018	0.063	0.029	1.396	0.34	5	BBB
48628	0.245	0.312	0.075	1.305	0.218	9	BBB
49273	0.118	0.276	0.054	1.203	0.277	6	A
71783	0.027	0.052	0.039	0.541	0.167	1	B
70173	0.132	0.204	0.056	1.324	0.331	11	A
60655	0.128	0.486	0.06	5.729	0.775	5	AAA
84378	0.01	0.129	0.029	1.183	0.265	3	BBB
84238	-0.089	-0.148	0.009	0.756	0.18	2	BB
60292	-0.025	-0.102	0.028	0.341	0.132	3	BB
38040	-0.048	0.025	0.042	1.124	0.32	2	BBB
48650	0.253	0.446	0.066	1.438	0.304	2	A
56890	0.201	0.368	0.053	2.9	0.372	1	AA
74213	0.039	0.22	0.037	1.835	0.366	8	A
36331	0.091	0.19	0.05	1.223	0.279	6	BBB
42264	0.163	0.403	0.055	1.832	0.474	6	A
56553	0.251	0.396	0.072	2.593	0.328	1	AA
53674	0.352	0.561	0.069	5.652	0.778	4	AAA
50201	0.135	0.188	0.05	1.083	0.211	7	BBB
61249	0.125	0.259	0.049	1.002	0.347	6	BBB
78845	0.122	0.223	0.05	1.095	0.222	2	BB
64542	0.301	0.387	0.068	3.13	0.435	6	AAA
44675	0.011	0.854	0.03	21.81	0.373	12	AAA
41158	0.047	0.368	0.037	4.597	0.435	2	AAA
74616	0.263	0.634	0.084	4.805	0.474	2	AAA
68937	-0.295	-0.347	-0.016	0.323	0.203	7	B
72883	0.185	0.255	0.055	1.249	0.195	7	BBB
66833	0.291	0.33	0.08	1.722	0.249	8	A
39797	0.045	0.059	0.048	0.487	0.138	4	BB
69082	0.21	0.507	0.064	4.017	1.056	5	AAA
45899	0.082	0.127	0.045	0.644	0.157	11	BBB
32567	0.267	0.463	0.065	2.795	0.343	6	AA
66748	0.158	0.241	0.056	1.076	0.171	4	BBB
67235	0.025	-0.284	0.053	0.085	0.058	4	CCC
68911	0.198	0.224	0.06	1.367	0.205	5	BBB
45087	0.041	-0.055	0.042	0.342	0.104	2	BB
59014	0.541	0.948	0.113	18.329	1.005	9	AAA
72321	0.183	0.374	0.059	1.785	0.361	10	A
68256	0.224	0.364	0.07	2.039	0.444	9	A
60504	0.273	0.326	0.072	1.557	0.228	10	BBB
32897	0.166	0.36	0.061	2.007	0.38	8	A
68783	0.42	0.164	0.094	0.19	0.098	4	B
83170	0.074	0.128	0.05	0.526	0.155	3	BBB
54368	0.062	0.138	0.039	0.976	0.42	5	BBB
41465	0.039	0.12	0.035	0.872	0.139	1	BB
43947	0.662	0.914	0.124	8.175	0.403	3	AAA
82478	0.068	0.306	0.051	1.64	0.31	7	A
50176	0.013	0.093	0.04	1.125	0.296	5	BBB
63118	0.011	0.069	0.034	0.678	0.236	10	BB
68455	0.169	0.37	0.062	2.243	0.353	2	A
34837	0.028	0.051	0.036	0.382	0.136	12	BB
38669	0.534	0.772	0.111	7.113	0.536	10	AAA
73202	0.344	0.486	0.071	2.941	0.408	8	AA
46180	0.169	0.182	0.053	0.447	0.137	11	BB
76212	0.25	0.382	0.064	2.17	0.331	1	A
57404	-0.072	-0.476	0.011	0.328	0.138	9	CCC
73153	0.056	0.048	0.039	0.617	0.124	4	B
38035	-0.029	0.081	0.028	0.971	0.226	8	BB
44623	0.221	0.463	0.064	2.67	0.401	12	AA
51143	0.168	0.06	0.055	0.154	0.063	10	BB
43285	0.112	0.054	0.052	0.458	0.117	3	BB
72875	-0.004	0.107	0.047	2.813	0.218	7	AA
66515	-0.085	-0.025	0.007	0.842	0.283	1	BB
69368	0.269	0.373	0.067	2.295	0.375	7	AA
67398	0.252	0.381	0.068	3.255	0.363	3	AAA
74406	0.087	0.221	0.049	1.192	0.283	2	BBB
54703	0.155	0.274	0.062	1.106	0.216	5	BBB
59653	0.122	0.338	0.045	3.395	0.768	5	AA
81582	0.001	0.099	0.033	0.841	0.233	9	B
64647	0.053	0.387	0.037	4.091	0.666	8	AAA
72649	0.206	0.458	0.067	2.667	0.376	5	AA
52093	0.525	0.672	0.096	2.82	0.308	8	AA
39482	0.329	0.207	0.065	0.636	0.185	6	BBB
58937	0.339	0.423	0.073	1.737	0.229	7	A
84003	0.073	0.157	0.047	1.018	0.296	6	BBB
49792	0.239	0.438	0.063	2.754	0.345	6	AA
66388	-0.068	-0.406	0.009	0.174	0.077	11	CCC
82092	0.268	0.399	0.07	1.473	0.286	5	A
34472	0.217	0.202	0.056	0.967	0.153	10	BBB
48753	0.19	0.473	0.052	6.41	0.701	2	AAA
53778	0.13	0.231	0.045	1.728	0.329	8	BBB
51654	0.093	0.136	0.049	0.584	0.173	7	BB
47610	0.281	0.29	0.069	0.582	0.138	6	BBB
37005	0.084	0.302	0.049	2.741	0.529	1	AA
51073	0.108	0.181	0.047	0.675	0.203	12	BB
56931	0.113	0.438	0.05	3.863	0.569	4	AA
69709	0.247	0.273	0.063	1.077	0.208	2	BBB
84425	-0.034	-0.096	0.022	0.524	0.111	6	BB
74387	0.043	0.218	0.04	1.514	0.329	7	A
35479	-0.071	-0.047	0.018	1.008	0.423	10	BB
60505	0.079	0.204	0.051	0.454	0.084	7	BB
48715	0.131	0.238	0.052	1.519	0.276	6	A
40085	0.256	0.515	0.067	3.817	0.506	9	AAA
75588	0.291	0.3	0.072	0.959	0.155	6	BBB
54041	0.091	0.128	0.044	1.967	0.231	10	A
82767	0.018	0.039	0.031	1.133	0.307	12	BBB
58361	0.076	0.204	0.045	1.441	0.309	1	BBB
34002	0.358	0.786	0.089	8.461	0.713	11	AAA
54190	0.242	0.274	0.063	0.736	0.172	1	BBB
66862	0.169	0.233	0.061	1.078	0.221	9	BBB
59096	0.16	0.377	0.044	4.133	0.435	1	AAA
64636	0.247	0.595	0.061	7.422	0.604	12	AAA
66186	0.376	0.429	0.084	1.177	0.123	10	BBB
47791	-0.052	-0.461	0.014	0.142	0.098	8	CCC
36308	-0.017	-0.012	0.021	0.58	0.227	11	BBB
33089	0.201	0.386	0.062	2.759	0.323	2	AA
67305	0.128	0.254	0.052	2.089	0.379	6	AA
46719	-0.032	0.232	0.034	5.783	0.692	2	AAA
83258	0.042	0.3	0.046	2.593	0.397	11	AA
54622	0.038	0.124	0.038	0.494	0.129	3	BBB
83168	0.121	0.201	0.047	1.101	0.183	2	BBB
49145	0.278	0.3	0.067	1.616	0.33	8	A
33809	0.15	0.207	0.056	0.942	0.276	5	BBB
72279	0.121	0.266	0.046	1.17	0.299	9	BB
73217	0.092	0.061	0.048	0.407	0.129	1	B
36388	0.46	0.708	0.094	4.501	0.462	4	AAA
56272	0.356	0.705	0.067	6.209	0.684	8	AAA
33810	0.052	-0.007	0.044	0.403	0.178	8	B
71067	0.056	0.007	0.048	0.294	0.084	6	BB
42918	0.197	0.513	0.05	7.85	0.593	10	AAA
51432	0.093	0.195	0.053	1.158	0.238	6	BBB
34303	0.155	0.224	0.055	1.147	0.236	11	A
82330	0.2	0.112	0.061	0.366	0.099	1	BB
64872	0.05	0.574	0.046	12.01	0.872	12	AAA
81312	-0.042	-0.596	0.023	0.178	0.116	10	CCC
80801	0.096	0.31	0.041	3.893	0.668	3	AAA
61761	0.033	0.081	0.039	0.67	0.218	6	BBB
76328	0.147	0.132	0.063	1.008	0.21	6	BBB
65488	0.198	0.191	0.063	0.68	0.204	2	BB
32565	0.335	0.396	0.082	0.84	0.211	7	BBB
48762	0.063	0.078	0.047	0.311	0.106	4	BB
68891	0.301	0.381	0.068	2.117	0.365	7	A
38386	-0.005	-0.041	0.033	0.454	0.269	3	BB
36055	0.011	0.116	0.041	0.868	0.17	12	BBB
61027	-0.027	0.053	0.022	1.457	0.37	12	BBB
37579	-0.036	0.002	0.031	0.529	0.121	12	BB
43778	0.051	0.178	0.04	0.947	0.315	9	BB
41356	0.122	0.427	0.047	3.771	0.464	10	AA
79817	0.626	0.823	0.12	4.994	0.553	6	AAA
74448	0.217	0.449	0.059	3.685	0.651	9	AAA
55362	0.066	0.127	0.044	0.504	0.138	1	BB
67040	0.301	0.565	0.082	4.241	0.815	3	AAA
39971	0.199	0.233	0.06	0.924	0.193	4	BBB
44380	-0.068	0.057	0.025	0.637	0.2	5	B
65910	0.135	0.42	0.057	7.338	0.747	7	AAA
79827	0.144	0.25	0.056	1.539	0.401	7	A
45811	0.292	0.5	0.075	4.842	0.635	4	AAA
80872	0.669	1.47	0.122	66.083	1.655	3	AAA
47884	0.529	0.68	0.117	2.561	0.274	5	AA
55568	0.296	0.615	0.069	3.349	0.331	2	AAA
41026	0.336	0.45	0.075	1.857	0.381	8	A
54078	0.286	0.333	0.074	1.28	0.288	12	BBB
54408	0.102	0.233	0.053	1.386	0.311	10	BBB
35022	-0.063	0.067	0.021	1.915	0.397	9	BBB
50569	-0.019	-0.792	0.03	0.047	0.065	10	CCC
57794	0.17	0.232	0.057	0.88	0.195	8	BBB
46735	0.299	0.401	0.081	1.331	0.224	10	A
58387	0.245	0.605	0.06	12.974	1.072	1	AAA
54260	0.21	0.259	0.068	1.106	0.28	3	A
37196	0.21	0.213	0.056	0.766	0.271	3	BBB
36747	0.063	0.085	0.04	1.266	0.182	1	BBB
59041	0.197	0.326	0.065	1.434	0.209	1	BBB
83064	0.298	0.35	0.075	0.773	0.161	6	BBB
81748	0.026	0.182	0.039	0.253	0.114	12	BB
53323	0.215	0.664	0.075	6.753	0.912	1	AAA
47967	0.168	0.228	0.056	0.541	0.164	7	BBB
53439	0.151	0.461	0.052	4.591	0.605	2	AAA
67058	0.101	0.08	0.049	0.517	0.157	1	BB
82749	0.094	0.212	0.042	0.759	0.31	12	BB
83835	0.08	0.27	0.043	2.49	0.448	12	AA
75476	0.007	0.092	0.039	0.857	0.193	2	BB
71781	0.233	0.282	0.065	0.495	0.21	5	BB
41619	0.057	0.312	0.042	4.26	0.829	5	AAA
48250	0.3	0.34	0.068	2.071	0.389	8	A
81802	0.049	-0.046	0.047	0.523	0.275	12	BB
67773	0.082	0.143	0.044	0.608	0.181	7	BB
37073	0.057	0.011	0.043	0.458	0.209	7	BB
52886	0.293	0.462	0.075	5.326	0.664	6	AAA
83597	0.111	-0.133	0.045	0.628	0.101	11	BB
43138	-0.025	0.031	0.033	0.347	0.22	2	BB
47379	0.016	0.051	0.037	0.634	0.155	7	BB
59852	0.267	0.332	0.069	1.631	0.233	3	A
71404	0.39	0.566	0.078	3.863	0.453	4	AAA
74926	0.04	0.422	0.054	4.369	0.763	7	AAA
42383	0.083	0.041	0.046	0.272	0.119	4	B
67454	0.135	0.525	0.049	7.037	0.953	2	AAA
46006	0.031	0.049	0.037	0.703	0.214	2	BBB
78935	0.103	0.529	0.039	4.578	0.344	5	AAA
52732	-0.029	-0.052	0.03	0.626	0.248	4	B
59125	0.092	0.226	0.059	1.237	0.245	7	BBB
73604	0.25	0.264	0.062	2.101	0.434	3	A
50697	0.201	0.346	0.058	2.465	0.4	5	A
66402	-0.005	0.216	0.03	2.235	0.474	2	BBB
84669	-0.059	-0.022	0.023	0.693	0.245	7	BB
35122	-0.022	0.102	0.027	1.826	0.355	12	A
56095	0.168	0.18	0.051	1.503	0.259	1	BBB
38998	-0.061	-0.549	0.012	0.142	0.104	3	B
52219	0.07	0.069	0.044	0.383	0.113	7	BB
67785	0.066	0.212	0.048	1.099	0.205	10	BB
39464	0.067	0.132	0.04	1.038	0.229	10	BB
63229	0.264	0.235	0.059	0.529	0.141	1	BB
79325	0.01	0.14	0.037	1.417	0.245	11	BBB
59202	0.159	0.342	0.053	1.453	0.331	2	BBB
36562	0.03	0.021	0.044	0.259	0.134	4	B
61484	0.074	0.34	0.05	3.625	0.603	11	AA
56774	-0.056	-0.237	0.015	0.303	0.115	1	B
56790	0.096	0.104	0.054	0.394	0.114	10	BB
51030	0.073	0.163	0.039	1.588	0.275	7	A
82590	0.128	0.167	0.053	0.755	0.226	8	BB
51459	0.001	0.141	0.037	0.618	0.151	8	BB
43480	0.047	0.275	0.038	3.077	0.478	6	AA
36257	0.202	0.272	0.059	1.13	0.241	1	BBB
72097	0.08	0.074	0.05	0.307	0.126	3	BB
64692	0.277	0.329	0.075	1.679	0.244	8	A
82166	0.131	0.243	0.047	2.194	0.357	12	A
74059	0.153	0.399	0.052	3.841	0.446	5	AAA
69422	0.112	0.095	0.051	0.366	0.128	2	B
53902	0.145	0.224	0.05	2.017	0.382	5	A
43487	0.008	0.065	0.042	1.123	0.102	8	BBB
64601	0.57	0.896	0.119	12.825	1.001	3	AAA
82636	0.155	0.14	0.051	0.55	0.222	1	BBB
58340	0.146	0.299	0.052	3.148	0.216	2	AAA
46049	0.085	0.22	0.047	1.833	0.404	10	BBB
55604	0.083	0.056	0.049	0.373	0.107	10	BB
33251	0.454	0.544	0.096	1.784	0.9	4	A
60705	0.145	0.423	0.054	5.028	0.651	8	AAA
69317	0.498	0.731	0.094	7.447	0.693	5	AAA
57171	0.42	0.673	0.104	4.733	0.696	12	AAA
55347	0.144	0.391	0.045	2.933	0.332	9	AA
46673	0.233	0.182	0.062	0.693	0.137	10	BB
76795	0.377	0.562	0.073	6.855	0.585	1	AAA
62555	0.309	0.517	0.069	2.126	0.286	12	AA
56825	0.147	0.249	0.055	0.909	0.17	9	BBB
81761	-0.003	0.083	0.04	0.354	0.133	10	BB
55821	0.128	0.176	0.051	0.756	0.246	8	BB
75143	0.039	0.019	0.043	0.347	0.107	9	BB
56743	0.128	0.224	0.059	1.628	0.287	8	A
62019	0.168	0.296	0.057	2.447	0.399	1	A
65500	0.1	0.095	0.044	0.595	0.147	8	BB
70878	0.799	1.497	0.2	20.258	0.977	5	AAA
55374	0.063	0.116	0.038	1.358	0.264	10	BBB
83710	0.295	0.492	0.071	2.26	0.43	2	A
82419	0.136	0.252	0.062	0.738	0.193	12	BBB
70620	0.001	0.077	0.034	0.801	0.231	10	BB
43235	0.036	0.138	0.04	0.81	0.227	9	BB
66442	0.024	0.108	0.04	0.977	0.227	12	BBB
